,scene_num,what,who,directions
1145,248,dialog,COOPER,
1146,248,dialog,BRAND,
1147,248,direction,,
1148,248,dialog,COOPER,
1149,248,direction,,
1150,248,direction,,
1151,249,scene,,
1152,250,direction,,
1153,250,direction,,
1154,250,dialog,DOYLE,
1155,250,dialog,BRAND,
1156,250,direction,,
1157,251,scene,,
1158,252,direction,,
1159,252,direction,,
1160,252,direction,,
1161,252,direction,,
1162,252,direction,,
1163,252,direction,,
1164,253,scene,,
1165,254,direction,,
1166,254,dialog,COOPER,
1167,254,direction,,
1168,254,dialog,ROTH,
1169,254,direction,,
1170,254,dialog,ROTH,(CONT'D)
1171,254,direction,,
1172,254,dialog,BRAND,
1173,254,dialog,ROTH,
1174,254,dialog,COOPER,
1175,254,dialog,BRAND,
1176,254,direction,,
1177,254,dialog,CASE,
1178,254,dialog,COOPER,
1179,254,dialog,BRAND,
1180,254,dialog,DOYLE,
1181,254,direction,,
1182,254,direction,,
1183,255,scene,,
1184,256,direction,,
1185,256,direction,,
1186,256,dialog,COOPER,
1187,256,dialog,BRAND,
1188,256,direction,,
1189,256,dialog,DOYLE,
1190,256,dialog,BRAND,
1191,256,direction,,
1192,256,dialog,ROTH,
1193,256,direction,,
1194,256,direction,,
1195,256,direction,,
1196,256,direction,,
1197,256,direction,,
1198,256,dialog,BRAND,
1199,256,direction,,
1200,256,direction,,
1201,256,direction,,
1202,256,dialog,BRAND,(CONT'D)
1203,256,direction,,
1204,256,dialog,ROTH,
1205,256,direction,,
1206,256,dialog,BRAND,
1207,256,direction,,
1208,256,direction,,
1209,256,direction,,
1210,257,scene,,
1211,258,direction,,
1212,258,direction,,
1213,259,scene,,
1214,260,direction,,
1215,260,direction,,
1216,260,dialog,BRAND,(looks at rad meter)
1217,260,dialog,ROTH,
1218,260,direction,,
1219,260,dialog,COOPER,
1220,260,direction,,
1221,260,direction,,
1222,261,scene,,
1223,262,direction,,
1224,262,direction,,
1225,262,direction,,
1226,262,direction,,
1227,262,direction,,
1228,262,direction,,
1229,262,direction,,
1230,262,direction,,
1231,262,direction,,
1232,263,scene,,
1233,264,direction,,
1234,264,direction,,
1235,264,direction,,
1236,264,direction,,
1237,265,scene,,
1238,266,direction,,
1239,266,direction,,
1240,266,direction,,
1241,266,direction,,
1242,266,direction,,
1243,266,dialog,COOPER,
1244,266,direction,,
1245,266,dialog,COOPER,(CONT'D)
1246,266,direction,,
1247,266,dialog,BRAND,
1248,266,dialog,COOPER,
1249,266,direction,,
1250,267,scene,,
1251,268,direction,,
1252,268,direction,,
1253,269,scene,,
1254,270,direction,,
1255,270,dialog,BRAND,
1256,270,dialog,COOPER,
1257,270,direction,,
1258,270,direction,,
1259,270,dialog,BRAND,
1260,270,dialog,COOPER,
1261,270,direction,,
1262,270,direction,,
1263,271,scene,,
1264,272,direction,,
1265,272,direction,,
1266,272,direction,,
1267,272,dialog,BRAND,(TO COOPER)
1268,272,direction,,
1269,272,dialog,COOPER,
1270,272,dialog,BRAND,
1271,272,dialog,DOYLE,
1272,272,dialog,BRAND,
1273,272,direction,,
1274,273,scene,,
1275,274,direction,,
1276,274,dialog,COOPER,
1277,274,dialog,ROTH,
1278,274,dialog,COOPER,
1279,274,dialog,ROTH,
1280,274,direction,,
1281,275,scene,,
1282,276,direction,,
1283,276,dialog,BRAND,
1284,276,direction,,
1285,276,dialog,BRAND,(CONT'D);(shows him the sample)
1286,276,direction,,
1287,276,dialog,COOPER,
1288,276,dialog,BRAND,(notices his look)
1289,276,direction,,
1290,276,dialog,COOPER,
1291,276,direction,,
1292,276,dialog,BRAND,(LAUGHING)
1293,276,dialog,COOPER,
1294,276,direction,,
1295,276,dialog,BRAND,(truly pissed off)
1296,276,dialog,COOPER,
1297,276,dialog,BRAND,
1298,276,direction,,
1299,276,dialog,COOPER,
1300,276,dialog,BRAND,
1301,276,direction,,
1302,276,direction,,
1303,276,direction,,
1304,276,direction,,
1305,276,dialog,COOPER,
1306,276,dialog,BRAND,
1307,276,direction,,
1308,276,dialog,BRAND,(CONT'D);(trying to stay calm)
1309,276,direction,,
1310,276,dialog,BRAND,(CONT'D)
1311,276,direction,,
1312,276,direction,,
1313,276,direction,,
1314,276,direction,,
1315,276,dialog,COOPER,
1316,276,direction,,
1317,276,dialog,COOPER,(CONT'D)
1318,276,direction,,
1319,277,scene,,
1320,278,direction,,
1321,278,direction,,
1322,278,dialog,COOPER,
1323,278,direction,,
1324,279,scene,,
1325,280,direction,,
1326,280,direction,,
1327,280,dialog,DOYLE,
1328,280,direction,,
1329,280,direction,,
1330,280,dialog,ROTH,
1331,280,direction,,
1332,280,direction,,
1333,281,scene,,
1334,282,direction,,
1335,282,direction,,
1336,283,scene,,
1337,284,direction,,
1338,284,dialog,COOPER,
1339,284,direction,,
1340,284,dialog,BRAND,
1341,284,direction,,
1342,285,scene,,
1343,286,direction,,
1344,286,direction,,
1345,286,direction,,
1346,286,direction,,
1347,286,dialog,COOPER,
1348,286,direction,,
1349,287,scene,,
1350,288,direction,,
1351,288,dialog,BRAND,
1352,288,direction,,
1353,288,direction,,
1354,289,scene,,
1355,290,direction,,
1356,290,direction,,
1357,290,direction,,
1358,290,direction,,
1359,290,dialog,BRAND,
1360,290,dialog,COOPER,
1361,290,dialog,BRAND,
1362,290,dialog,COOPER,
1363,290,dialog,BRAND,(LOOKS AROUND)
1364,290,direction,,
1365,290,direction,,
1366,290,direction,,
1367,290,dialog,COOPER,(trying to be calm)
1368,290,dialog,BRAND,
1369,290,dialog,COOPER,
1370,290,dialog,BRAND,
1371,290,dialog,COOPER,
1372,290,direction,,
1373,290,direction,,
1374,290,direction,,
1375,290,direction,,
1376,290,direction,,
1377,290,dialog,COOPER,(CONT'D)
1378,290,dialog,BRAND,
1379,290,direction,,
1380,290,dialog,COOPER,
1381,290,dialog,BRAND,(AMAZED)
1382,290,direction,,
1383,290,direction,,
1384,290,direction,,
1385,290,direction,,
1386,290,dialog,BRAND,(CONT'D)
1387,290,direction,,
1388,290,dialog,COOPER,
1389,290,dialog,BRAND,
1390,290,direction,,
1391,291,scene,,
1392,292,direction,,
1393,292,direction,,
1394,292,dialog,BRAND,
1395,292,dialog,COOPER,
1396,292,dialog,BRAND,
1397,292,dialog,COOPER,
1398,292,dialog,BRAND,
1399,292,dialog,COOPER,(QUIETLY)
1400,292,dialog,BRAND,
1401,292,dialog,COOPER,(shakes his head)
1402,292,dialog,BRAND,
1403,292,direction,,
1404,292,dialog,COOPER,(MORE)
1405,292,dialog,COOPER,(CONT'D);(looks at her)
1406,292,direction,,
1407,292,dialog,COOPER,(CONT'D)
1408,292,direction,,
1409,293,scene,,
1410,294,direction,,
1411,295,scene,,
1412,296,direction,,
1413,296,direction,,
1414,296,direction,,
1415,296,direction,,
1416,296,direction,,
1417,296,direction,,
1418,297,scene,,
1419,298,direction,,
1420,298,direction,,
1421,298,dialog,BRAND,
1422,298,direction,,
1423,298,direction,,
1424,298,dialog,BRAND,(CONT'D)
1425,298,direction,,
1426,298,direction,,
1427,299,scene,,
1428,300,direction,,
1429,300,direction,,
1430,301,scene,,
1431,302,direction,,
1432,302,dialog,DOYLE,
1433,302,dialog,COOPER,
1434,302,direction,,
1435,303,scene,,
1436,304,direction,,
1437,304,dialog,DOYLE,
1438,304,direction,,
1439,304,dialog,BRAND,
1440,304,dialog,COOPER,
1441,304,dialog,BRAND,(SHRUGS)
1442,304,direction,,
1443,305,scene,,
1444,306,direction,,
1445,307,scene,,
1446,308,direction,,
1447,308,dialog,BRAND,
1448,308,direction,,
1449,308,dialog,ROTH,
1450,308,direction,,
1451,308,dialog,COOPER,
1452,308,direction,,
1453,308,dialog,COOPER,(CONT'D);(LOOKING CLOSER)
1454,308,direction,,
1455,308,direction,,
1456,309,scene,,
1457,310,direction,,
1458,310,direction,,
1459,310,dialog,COOPER,(looks at sphere)
1460,310,dialog,ROTH,(EXCITED)
1461,310,direction,,
1462,310,dialog,COOPER,
1463,310,direction,,
1464,310,direction,,
1465,310,direction,,
1466,311,scene,,
1467,312,direction,,
1468,313,scene,,
1469,314,direction,,
1470,314,direction,,
1471,314,direction,,
1472,314,dialog,CASE,
1473,314,direction,,
1474,314,dialog,COOPER,(looks at Case)
1475,314,direction,,
1476,314,direction,,
1477,314,dialog,COOPER,(CONT'D)
1478,314,direction,,
1479,314,dialog,CASE,
1480,314,dialog,COOPER,
1481,314,dialog,CASE,(SCANS DOCUMENT)
1482,314,dialog,DOYLE,
1483,314,dialog,CASE,(TRANSLATING)
1484,314,direction,,
1485,314,dialog,CASE,(CONT'D)
1486,314,dialog,BRAND,
1487,314,dialog,CASE,
1488,314,dialog,DOYLE,
1489,314,direction,,
1490,314,dialog,DOYLE,(CONT'D)
1491,314,direction,,
1492,314,dialog,DOYLE,(CONT'D)
1493,314,direction,,
1494,314,direction,,
1495,314,dialog,DOYLE,(CONT'D)
1496,314,direction,,
1497,314,dialog,COOPER,
1498,314,dialog,CASE,
1499,314,direction,,
1500,314,dialog,DOYLE,
1501,314,direction,,
1502,314,dialog,BRAND,
1503,314,direction,,
1504,314,dialog,BRAND,(CONT'D)
1505,314,direction,,
1506,314,dialog,COOPER,(GENTLE)
1507,314,direction,,
1508,314,direction,,
1509,314,direction,,
1510,314,dialog,COOPER,(CONT'D)
1511,314,dialog,CASE,
1512,314,direction,,
1513,314,dialog,COOPER,(REALIZING)
1514,314,direction,,
1515,314,direction,,
1516,314,dialog,COOPER,(CONT'D)
1517,314,direction,,
1518,314,direction,,
1519,314,direction,,
1520,314,dialog,DOYLE,
1521,314,direction,,
1522,314,direction,,
1523,314,direction,,
1524,314,direction,,
1525,314,direction,,
1526,314,direction,,
1527,314,direction,,
1528,314,direction,,
1529,314,direction,,
1530,315,scene,,
1531,316,direction,,
1532,316,direction,,
1533,316,direction,,
1534,316,direction,,
1535,316,dialog,ROTH,
1536,316,direction,,
1537,316,dialog,COOPER,(YELLS UP)
1538,316,direction,,
1539,316,direction,,
1540,316,direction,,
1541,316,direction,,
1542,317,scene,,
1543,318,direction,,
1544,318,dialog,COOPER,
1545,318,dialog,ROTH,
1546,318,dialog,DOYLE,
1547,318,direction,,
1548,318,dialog,ROTH,(AMAZED)
1549,318,dialog,COOPER,
1550,318,dialog,ROTH,
1551,318,direction,,
1552,318,dialog,COOPER,
1553,318,dialog,CASE,
1554,318,direction,,
1555,318,dialog,ROTH,
1556,318,dialog,BRAND,
1557,318,dialog,ROTH,
1558,318,direction,,
1559,318,dialog,ROTH,(CONT'D);(holds up the box)
1560,318,direction,,
1561,318,dialog,ROTH,(CONT'D);(MORE)
1562,318,dialog,ROTH,(CONT'D)
1563,318,dialog,BRAND,
1564,318,dialog,ROTH,
1565,318,direction,,
1566,318,dialog,CASE,
1567,318,direction,,
1568,318,direction,,
1569,318,dialog,COOPER,
1570,318,dialog,BRAND,
1571,318,direction,,
1572,319,scene,,
1573,320,direction,,
1574,320,direction,,
1575,321,scene,,
1576,322,direction,,
1577,322,dialog,CASE,
1578,322,direction,,
1579,322,dialog,COOPER,
1580,322,dialog,BRAND,
1581,322,direction,,
1582,322,direction,,
1583,322,direction,,
1584,322,direction,,
1585,322,dialog,CHINESE OFFICER,(POLITE)
1586,322,direction,,
1587,322,direction,,
1588,322,dialog,CASE,
1589,322,dialog,LIU,(MORE)
1590,322,dialog,LIU,(CONT'D)
1591,322,direction,,
1592,322,dialog,BRAND,
1593,322,dialog,LIU,
1594,322,dialog,COOPER,
1595,322,dialog,LIU,
1596,322,direction,,
1597,322,dialog,COOPER,(LOW)
1598,322,dialog,BRAND,(TO LIU)
1599,322,dialog,LIU,
1600,322,dialog,BRAND,
1601,322,direction,,
1602,322,dialog,LIU,(MORE)
1603,322,dialog,LIU,(CONT'D)
1604,322,dialog,ROTH,
1605,322,direction,,
1606,322,dialog,LIU,
1607,322,dialog,ROTH,
1608,322,direction,,
1609,322,dialog,CASE,(LOW)
1610,322,direction,,
1611,322,direction,,
1612,322,direction,,
1613,322,dialog,COOPER,
1614,322,direction,,
1615,323,scene,,
1616,324,direction,,
1617,324,direction,,
1618,325,scene,,
1619,326,direction,,
1620,326,direction,,
1621,326,direction,,
1622,326,direction,,
1623,326,dialog,BRAND,
1624,326,direction,,
1625,327,scene,,
1626,328,direction,,
1627,328,direction,,
1628,328,direction,,
1629,328,direction,,
1630,328,direction,,
1631,328,dialog,BRAND,
1632,328,dialog,DOYLE,
1633,328,dialog,COOPER,
1634,328,direction,,
1635,328,dialog,COOPER,(CONT'D)
1636,328,direction,,
1637,328,dialog,DOYLE,
1638,328,dialog,BRAND,
1639,328,direction,,
1640,328,dialog,ROTH,
1641,328,direction,,
1642,328,dialog,DOYLE,
1643,328,direction,,
1644,328,dialog,ROTH,(SMILES)
1645,328,direction,,
1646,329,scene,,
1647,330,direction,,
1648,330,direction,,
1649,330,dialog,ROTH,(LOOKS AROUND)
1650,330,dialog,COOPER,
1651,330,dialog,ROTH,
1652,330,direction,,
1653,331,scene,,
1654,332,direction,,
1655,332,direction,,
1656,332,direction,,
1657,332,dialog,COOPER,
1658,332,direction,,
1659,332,dialog,ROTH,
1660,332,direction,,
1661,332,dialog,ROTH,(CONT'D)
1662,332,direction,,
1663,333,scene,,
1664,334,direction,,
1665,334,dialog,BRAND,
1666,334,dialog,ROTH,
1667,334,dialog,COOPER,
1668,334,dialog,ROTH,
1669,334,direction,,
1670,334,dialog,ROTH,(CONT'D)
1671,334,dialog,BRAND,(NODS)
1672,334,dialog,ROTH,
1673,334,direction,,
1674,334,direction,,
1675,335,scene,,
1676,336,direction,,
1677,336,dialog,DOYLE,(LOOKS UP)
1678,336,dialog,COOPER,
1679,336,direction,,
1680,336,dialog,BRAND,
1681,336,direction,,
1682,336,direction,,
1683,336,direction,,
1684,336,direction,,
1685,337,scene,,
1686,338,direction,,
1687,338,dialog,DOYLE,
1688,338,direction,,
1689,338,dialog,COOPER,
1690,338,direction,,
1691,338,dialog,COOPER,(CONT'D);(points to probe)
1692,338,direction,,
1693,339,scene,,
1694,340,direction,,
1695,340,direction,,
1696,340,direction,,
1697,340,direction,,
1698,340,direction,,
1699,340,direction,,
1700,340,direction,,
1701,341,scene,,
1702,342,direction,,
1703,342,direction,,
1704,342,direction,,
1705,342,direction,,
1706,343,scene,,
1707,344,direction,,
1708,344,direction,,
1709,344,direction,,
1710,344,direction,,
1711,345,scene,,
1712,346,direction,,
1713,346,direction,,
1714,346,direction,,
1715,346,direction,,
1716,346,direction,,
1717,347,scene,,
1718,348,direction,,
1719,348,direction,,
1720,349,scene,,
1721,350,direction,,
1722,350,direction,,
1723,350,direction,,
1724,350,direction,,
1725,350,direction,,
1726,350,direction,,
1727,350,direction,,
1728,350,dialog,BRAND,(RADIO)
1729,350,direction,,
1730,350,dialog,COOPER,(RADIO);(RADIO)
1731,350,direction,,
1732,350,dialog,BRAND,
1733,350,direction,,
1734,350,dialog,COOPER,
1735,350,direction,,
1736,350,direction,,
1737,350,direction,,
1738,350,direction,,
1739,351,scene,,
1740,352,direction,,
1741,352,direction,,
1742,352,direction,,
1743,352,direction,,
1744,352,dialog,COOPER,
1745,352,dialog,BRAND,
1746,352,direction,,
1747,353,scene,,
1748,354,direction,,
1749,354,direction,,
1750,354,direction,,
1751,354,dialog,DOYLE,
1752,354,direction,,
1753,354,direction,,
1754,355,scene,,
1755,356,direction,,
1756,356,direction,,
1757,356,dialog,COOPER,
1758,356,dialog,CASE,
1759,356,dialog,COOPER,
1760,356,direction,,
1761,357,scene,,
1762,358,direction,,
1763,358,dialog,BRAND,
1764,358,direction,,
1765,358,dialog,COOPER,
1766,358,direction,,
1767,358,dialog,BRAND,(CONFLICTED)
1768,358,direction,,
1769,358,direction,,
1770,358,dialog,COOPER,(THINKS)
1771,358,direction,,
1772,358,dialog,BRAND,(QUIET)
1773,358,direction,,
1774,358,dialog,COOPER,
1775,358,dialog,BRAND,
1776,358,direction,,
1777,358,direction,,
1778,358,direction,,
1779,358,direction,,
1780,358,dialog,COOPER,
1781,358,direction,,
1782,358,dialog,DOYLE,
1783,358,direction,,
1784,358,dialog,BRAND,(GENTLE)
1785,358,direction,,
1786,358,dialog,COOPER,
1787,358,dialog,BRAND,
1788,358,direction,,
1789,358,direction,,
1790,358,dialog,COOPER,
1791,358,direction,,
1792,358,dialog,BRAND,
1793,358,dialog,COOPER,
1794,358,dialog,BRAND,
1795,358,dialog,COOPER,
1796,358,direction,,
1797,358,dialog,BRAND,
1798,358,direction,,
1799,358,dialog,DOYLE,
1800,358,direction,,
1801,358,dialog,COOPER,
1802,358,direction,,
1803,358,dialog,COOPER,(CONT'D)
1804,358,direction,,
1805,358,dialog,BRAND,
1806,358,direction,,
1807,358,direction,,
1808,358,dialog,BRAND,(CONT'D)
1809,358,direction,,
1810,358,direction,,
1811,358,dialog,BRAND,(CONT'D)
1812,358,direction,,
1813,358,direction,,
1814,358,dialog,LIU,
1815,358,direction,,
1816,358,direction,,
1817,358,direction,,
1818,358,dialog,LIU,(CONT'D)
1819,358,direction,,
1820,358,direction,,
1821,358,direction,,
1822,358,direction,,
1823,358,dialog,BRAND,
1824,358,direction,,
1825,358,dialog,COOPER,
1826,358,direction,,
1827,358,direction,,
1828,358,direction,,
1829,358,direction,,
1830,358,dialog,COOPER,(CONT'D)
1831,358,direction,,
1832,358,direction,,
1833,358,direction,,
1834,358,direction,,
1835,358,dialog,DOYLE,
1836,358,direction,,
1837,358,dialog,BRAND,
1838,358,dialog,COOPER,
1839,358,dialog,BRAND,
1840,358,direction,,
1841,358,dialog,COOPER,(INTO RADIO)
1842,358,direction,,
1843,358,direction,,
1844,358,dialog,DOYLE,
1845,358,dialog,BRAND,(HEARTBROKEN)
1846,358,dialog,COOPER,
1847,358,direction,,
1848,358,dialog,DOYLE,
1849,358,direction,,
1850,358,direction,,
1851,358,dialog,BRAND,
1852,358,dialog,COOPER,
1853,358,direction,,
1854,358,direction,,
1855,358,dialog,DOYLE,
1856,358,direction,,
1857,358,dialog,COOPER,
1858,358,direction,,
1859,358,dialog,BRAND,
1860,358,direction,,
1861,358,direction,,
1862,358,direction,,
1863,358,direction,,
1864,358,direction,,
1865,359,scene,,
1866,360,direction,,
1867,361,scene,,
1868,362,direction,,
1869,362,direction,,
1870,362,dialog,DOYLE,
1871,362,direction,,
1872,362,dialog,COOPER,(points to screen)
1873,362,direction,,
1874,362,dialog,BRAND,
1875,362,direction,,
1876,363,scene,,
1877,364,direction,,
1878,365,scene,,
1879,366,direction,,
1880,366,direction,,
1881,366,dialog,DOYLE,
1882,366,direction,,
1883,367,scene,,
1884,368,direction,,
1885,369,scene,,
1886,370,direction,,
1887,370,direction,,
1888,370,direction,,
1889,370,direction,,
1890,370,direction,,
1891,370,direction,,
1892,371,scene,,
1893,372,direction,,
1894,373,scene,,
1895,374,direction,,
1896,374,dialog,COOPER,
1897,374,dialog,BRAND,
1898,374,direction,,
1899,374,direction,,
1900,375,scene,,
1901,376,direction,,
1902,377,scene,,
1903,378,direction,,
1904,378,direction,,
1905,378,direction,,
1906,379,scene,,
1907,380,direction,,
1908,380,direction,,
1909,380,dialog,BRAND,(BEAT)
1910,380,direction,,
1911,381,scene,,
1912,382,direction,,
1913,382,dialog,BRAND'S FATHER,
1914,382,direction,,
1915,383,scene,,
1916,384,direction,,
1917,384,direction,,
1918,384,dialog,BRAND,
1919,384,direction,,
1920,384,dialog,BRAND,(CONT'D)
1921,384,direction,,
1922,384,direction,,
1923,385,scene,,
1924,386,direction,,
1925,386,direction,,
1926,386,direction,,
1927,387,scene,,
1928,388,direction,,
1929,388,direction,,
1930,388,dialog,TOM,
1931,388,direction,,
1932,388,dialog,TOM,(CONT'D)
1933,388,direction,,
1934,388,dialog,TOM,(CONT'D)
1935,388,direction,,
1936,389,scene,,
1937,390,direction,,
1938,390,direction,,
1939,390,dialog,TOM,
1940,390,direction,,
1941,390,dialog,TOM,(CONT'D)
1942,390,direction,,
1943,390,direction,,
1944,390,dialog,TOM,(CONT'D)
1945,390,direction,,
1946,390,dialog,TOM,(CONT'D);(LOOKS DOWN)
1947,390,direction,,
1948,390,dialog,TOM,(CONT'D)
1949,390,direction,,
1950,390,dialog,TOM,(CONT'D)
1951,390,direction,,
1952,390,dialog,TOM,(CONT'D)
1953,390,direction,,
1954,390,dialog,TOM,(CONT'D)
1955,390,direction,,
1956,390,direction,,
1957,390,direction,,
1958,390,direction,,
1959,390,direction,,
1960,390,direction,,
1961,390,dialog,MURPH,
1962,390,direction,,
1963,390,dialog,MURPH,(CONT'D);(BEAT)
1964,390,direction,,
1965,390,direction,,
1966,390,direction,,
1967,390,direction,,
1968,390,dialog,MURPH,(CONT'D)
1969,390,direction,,
1970,390,direction,,
1971,390,direction,,
1972,390,direction,,
1973,391,scene,,
1974,392,direction,,
1975,392,direction,,
1976,392,dialog,COOPER,
1977,392,dialog,BRAND,
1978,392,direction,,
1979,392,dialog,COOPER,
1980,392,dialog,BRAND,(looks him in the eye)
1981,392,dialog,COOPER,
1982,392,direction,,
1983,392,dialog,BRAND,(QUIET)
1984,392,direction,,
1985,392,dialog,COOPER,
1986,392,dialog,BRAND,
1987,392,dialog,COOPER,
1988,392,direction,,
1989,392,dialog,COOPER,(CONT'D)
1990,392,dialog,BRAND,
1991,392,dialog,COOPER,
1992,392,direction,,
1993,392,dialog,BRAND,
1994,392,direction,,
1995,392,direction,,
1996,392,direction,,
1997,392,direction,,
1998,392,direction,,
1999,393,scene,,
2000,394,direction,,
2001,394,direction,,
2002,394,direction,,
2003,394,direction,,
2004,395,scene,,
2005,396,direction,,
2006,396,dialog,DOYLE,
2007,396,direction,,
2008,396,direction,,
2009,396,direction,,
2010,396,direction,,
2011,396,dialog,BRAND,
2012,396,direction,,
2013,396,dialog,COOPER,
2014,396,dialog,BRAND,
2015,396,direction,,
2016,396,direction,,
2017,396,direction,,
2018,396,direction,,
2019,396,direction,,
2020,396,direction,,
2021,396,direction,,
2022,396,direction,,
2023,396,direction,,
2024,396,direction,,
2025,396,direction,,
2026,396,dialog,COOPER,
2027,396,dialog,BRAND,
2028,396,direction,,
2029,396,direction,,
2030,396,direction,,
2031,396,dialog,DOYLE,
2032,396,direction,,
2033,396,direction,,
2034,396,dialog,COOPER,
2035,396,direction,,
2036,396,dialog,BRAND,
2037,396,direction,,
2038,396,direction,,
2039,396,direction,,
2040,396,dialog,BRAND,(CONT'D)
2041,396,dialog,DOYLE,
2042,396,direction,,
2043,397,scene,,
2044,398,direction,,
2045,398,direction,,
2046,398,direction,,
2047,398,direction,,
2048,398,direction,,
2049,399,scene,,
2050,400,direction,,
2051,400,direction,,
2052,400,direction,,
2053,400,dialog,COOPER,
2054,400,direction,,
2055,400,direction,,
2056,401,scene,,
2057,402,direction,,
2058,402,direction,,
2059,402,direction,,
2060,403,scene,,
2061,404,direction,,
2062,404,direction,,
2063,404,dialog,TARS,(DEADPAN)
2064,404,direction,,
2065,405,scene,,
2066,406,direction,,
2067,406,dialog,TARS,
2068,406,direction,,
2069,406,dialog,COOPER,(LOOKS AROUND)
2070,406,dialog,TARS,(off Brand's look)
2071,406,dialog,BRAND,
2072,406,dialog,TARS,
2073,406,direction,,
2074,406,dialog,BRAND,
2075,406,direction,,
2076,407,scene,,
2077,408,direction,,
2078,408,dialog,TARS,
2079,408,dialog,COOPER,
2080,408,dialog,TARS,
2081,408,direction,,
2082,408,dialog,COOPER,
2083,408,direction,,
2084,408,dialog,TARS,
2085,409,scene,,
2086,410,direction,,
2087,410,direction,,
2088,410,direction,,
2089,410,dialog,TARS,
2090,410,direction,,
2091,411,scene,,
2092,412,direction,,
2093,413,scene,,
2094,414,direction,,
2095,414,dialog,COOPER,
2096,414,dialog,TARS,
2097,414,direction,,
2098,414,direction,,
2099,414,direction,,
2100,414,dialog,TARS,(CONT'D)
2101,414,direction,,
2102,414,direction,,
2103,414,dialog,TARS,(CONT'D)
2104,414,direction,,
2105,414,direction,,
2106,414,direction,,
2107,414,dialog,COOPER,
2108,414,direction,,
2109,414,dialog,BRAND,
2110,414,direction,,
2111,414,dialog,TARS,
2112,414,direction,,
2113,415,scene,,
2114,416,direction,,
2115,416,direction,,
2116,416,dialog,BRAND,
2117,416,direction,,
2118,416,dialog,TARS,
2119,416,direction,,
2120,416,direction,,
2121,416,dialog,TARS,(CONT'D)
2122,416,direction,,
2123,416,dialog,DOYLE,
2124,416,direction,,
2125,416,dialog,COOPER,
2126,416,direction,,
2127,416,dialog,BRAND,
2128,416,direction,,
2129,416,dialog,TARS,
2130,416,dialog,COOPER,
2131,416,dialog,TARS,
2132,416,direction,,
2133,416,dialog,DOYLE,
2134,416,direction,,
2135,416,dialog,COOPER,
2136,416,direction,,
2137,417,scene,,
2138,418,direction,,
2139,418,dialog,BRAND,
2140,418,dialog,COOPER,
2141,418,dialog,BRAND,(BEAT);(off his look)
2142,418,direction,,
2143,418,dialog,BRAND,(CONT'D)
2144,418,direction,,
2145,418,dialog,BRAND,(CONT'D)
2146,418,dialog,COOPER,
2147,418,direction,,
2148,419,scene,,
2149,420,direction,,
2150,421,scene,,
2151,422,direction,,
2152,422,dialog,BRAND,
2153,422,direction,,
2154,423,scene,,
2155,424,direction,,
2156,424,dialog,COOPER,
2157,424,dialog,BRAND,
2158,424,direction,,
2159,424,dialog,BRAND,(CONT'D)
2160,424,direction,,
2161,424,dialog,COOPER,
2162,424,dialog,BRAND,
2163,424,direction,,
2164,424,direction,,
2165,424,dialog,COOPER,
2166,424,dialog,TARS,
2167,424,direction,,
2168,424,dialog,BRAND,
2169,424,direction,,
2170,424,dialog,COOPER,
2171,424,direction,,
2172,424,dialog,BRAND,
2173,424,direction,,
2174,424,dialog,BRAND,(CONT'D)
2175,424,dialog,COOPER,
2176,424,direction,,
2177,424,direction,,
2178,424,direction,,
2179,425,scene,,
2180,426,direction,,
2181,427,scene,,
2182,428,direction,,
2183,428,dialog,DOYLE,
2184,428,direction,,
2185,428,direction,,
2186,428,direction,,
2187,428,dialog,COOPER,
2188,428,direction,,
2189,428,dialog,DOYLE,
2190,428,direction,,
2191,428,direction,,
2192,428,direction,,
2193,428,dialog,COOPER,
2194,428,dialog,DOYLE,
2195,428,dialog,COOPER,
2196,428,direction,,
2197,428,direction,,
2198,428,dialog,COOPER,(CONT'D);(holds up probe)
2199,428,direction,,
2200,428,dialog,COOPER,(CONT'D)
2201,428,dialog,DOYLE,
2202,428,direction,,
2203,428,dialog,COOPER,(SAD)
2204,428,dialog,DOYLE,
2205,428,direction,,
2206,428,direction,,
2207,428,direction,,
2208,429,scene,,
2209,430,direction,,
2210,430,direction,,
2211,430,direction,,
2212,430,direction,,
2213,431,scene,,
2214,432,direction,,
2215,433,scene,,
2216,434,direction,,
2217,434,direction,,
2218,434,direction,,
2219,434,direction,,
2220,434,direction,,
2221,434,direction,,
2222,434,direction,,
2223,434,direction,,
2224,434,direction,,
2225,434,direction,,
2226,435,scene,,
2227,436,direction,,
2228,436,direction,,
2229,436,direction,,
2230,436,dialog,MURPH,
2231,436,dialog,FARMER,
2232,436,dialog,MURPH,
2233,436,dialog,FARMER,
2234,436,direction,,
2235,436,dialog,FARMER,(CONT'D)
2236,436,direction,,
2237,437,scene,,
2238,438,direction,,
2239,438,direction,,
2240,439,scene,,
2241,440,direction,,
2242,441,scene,,
2243,442,direction,,
2244,443,scene,,
2245,444,direction,,
2246,444,direction,,
2247,444,direction,,
2248,445,scene,,
2249,446,direction,,
2250,446,direction,,
2251,447,scene,,
2252,448,direction,,
2253,448,direction,,
2254,448,direction,,
2255,448,direction,,
2256,448,direction,,
2257,448,direction,,
2258,448,direction,,
2259,449,scene,,
2260,450,direction,,
2261,450,direction,,
2262,450,direction,,
2263,450,direction,,
2264,451,scene,,
2265,452,direction,,
2266,452,direction,,
