"well.name","SampledDate","SampleNumber","ParameterName","ParameterUnits","result","Method.Detection.Limit","Reporting.limit","censoring.status","Easting","Northing"
"MW-13-1988",1993-03-10,"930339","Zinc","µg/L",10,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-03-10,"930338","Zinc","µg/L",10,NA,NA,"left.censored",4218304.4,910813.2
"MW-14-1988",1993-03-10,"930343","Zinc","µg/L",10,NA,NA,"left.censored",4217612.3,910814.700000002
"MW-14A-1988",1993-03-10,"930342","Zinc","µg/L",10,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-03-10,"930341","Zinc","µg/L",10,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-17-1988",1993-03-10,"930336","Zinc","µg/L",10,NA,NA,"left.censored",4219020.1,910332.999999999
"MW-18-1988",1993-03-10,"930340","Zinc","µg/L",10,NA,NA,"left.censored",4217912.6,910783.999999998
"MW-22-1988",1993-03-10,"930333","Zinc","µg/L",10,NA,NA,"left.censored",4218563.1,908764.299999998
"MW-7-1983",1993-03-10,"930344","Zinc","µg/L",10,NA,NA,"left.censored",4217236.22271676,910903.762697616
"MW-9-1983",1993-03-10,"930345","Zinc","µg/L",10,NA,NA,"left.censored",4217197.30279145,909779.024971267
"MW-10-1983",1993-03-10,"930335","ChemicalOxygenDemand","mg/L",10,NA,NA,"not.censored",4219307.31585357,909474.081725345
"MW-10-1983",1993-03-10,"930335","Chloride","mg/L",2.9,NA,NA,"not.censored",4219307.31585357,909474.081725345
"MW-11-1983",1993-03-10,"930346","Chloride","mg/L",4.7,NA,NA,"not.censored",4217171.32647459,908754.90988973
"MW-12-1983",1993-03-10,"930334","Chloride","mg/L",3.7,NA,NA,"not.censored",4219118.32478316,908681.318635921
"MW-13-1988",1993-03-10,"930339","Chloride","mg/L",3.3,NA,NA,"not.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-03-10,"930338","Chloride","mg/L",4,NA,NA,"not.censored",4218304.4,910813.2
"MW-14-1988",1993-03-10,"930343","Chloride","mg/L",4.4,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-14A-1988",1993-03-10,"930342","Chloride","mg/L",4.9,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-03-10,"930341","Chloride","mg/L",8.4,NA,NA,"not.censored",4217612.9,910804.299999995
"MW-17-1988",1993-03-10,"930336","Chloride","mg/L",3.6,NA,NA,"not.censored",4219020.1,910332.999999999
"MW-18-1988",1993-03-10,"930340","Chloride","mg/L",3.4,NA,NA,"not.censored",4217912.6,910783.999999998
"MW-22-1988",1993-03-10,"930333","Chloride","mg/L",4.8,NA,NA,"not.censored",4218563.1,908764.299999998
"MW-7-1983",1993-03-10,"930344","Chloride","mg/L",5,NA,NA,"not.censored",4217236.22271676,910903.762697616
"MW-9-1983",1993-03-10,"930345","Chloride","mg/L",3.9,NA,NA,"not.censored",4217197.30279145,909779.024971267
"MW-10-1983",1993-03-10,"930335","Conductivity","µS/cm",202,NA,NA,"not.censored",4219307.31585357,909474.081725345
"MW-11-1983",1993-03-10,"930346","Conductivity","µS/cm",219,NA,NA,"not.censored",4217171.32647459,908754.90988973
"MW-12-1983",1993-03-10,"930334","Conductivity","µS/cm",109,NA,NA,"not.censored",4219118.32478316,908681.318635921
"MW-13-1988",1993-03-10,"930339","Conductivity","µS/cm",312,NA,NA,"not.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-03-10,"930338","Conductivity","µS/cm",352,NA,NA,"not.censored",4218304.4,910813.2
"MW-14-1988",1993-03-10,"930343","Conductivity","µS/cm",289,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-14A-1988",1993-03-10,"930342","Conductivity","µS/cm",338,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-03-10,"930341","Conductivity","µS/cm",637,NA,NA,"not.censored",4217612.9,910804.299999995
"MW-17-1988",1993-03-10,"930336","Conductivity","µS/cm",287,NA,NA,"not.censored",4219020.1,910332.999999999
"MW-18-1988",1993-03-10,"930340","Conductivity","µS/cm",274,NA,NA,"not.censored",4217912.6,910783.999999998
"MW-22-1988",1993-03-10,"930333","Conductivity","µS/cm",227,NA,NA,"not.censored",4218563.1,908764.299999998
"MW-7-1983",1993-03-10,"930344","Conductivity","µS/cm",149,NA,NA,"not.censored",4217236.22271676,910903.762697616
"MW-9-1983",1993-03-10,"930345","Conductivity","µS/cm",155,NA,NA,"not.censored",4217197.30279145,909779.024971267
"MW-9-1983",1993-03-10,"930345","FecalColiform","Colonies per 100 mL",1,NA,NA,"not.censored",4217197.30279145,909779.024971267
"MW-10-1983",1993-03-10,"930335","Nitrate","mg/L",7.9,NA,NA,"not.censored",4219307.31585357,909474.081725345
"MW-11-1983",1993-03-10,"930346","Nitrate","mg/L",3,NA,NA,"not.censored",4217171.32647459,908754.90988973
"MW-12-1983",1993-03-10,"930334","Nitrate","mg/L",0.13,NA,NA,"not.censored",4219118.32478316,908681.318635921
"MW-13-1988",1993-03-10,"930339","Nitrate","mg/L",3.3,NA,NA,"not.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-03-10,"930338","Nitrate","mg/L",3.1,NA,NA,"not.censored",4218304.4,910813.2
"MW-14-1988",1993-03-10,"930343","Nitrate","mg/L",2.9,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-14A-1988",1993-03-10,"930342","Nitrate","mg/L",3,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-03-10,"930341","Nitrate","mg/L",2.3,NA,NA,"not.censored",4217612.9,910804.299999995
"MW-17-1988",1993-03-10,"930336","Nitrate","mg/L",4.9,NA,NA,"not.censored",4219020.1,910332.999999999
"MW-18-1988",1993-03-10,"930340","Nitrate","mg/L",2.5,NA,NA,"not.censored",4217912.6,910783.999999998
"MW-22-1988",1993-03-10,"930333","Nitrate","mg/L",2.9,NA,NA,"not.censored",4218563.1,908764.299999998
"MW-7-1983",1993-03-10,"930344","Nitrate","mg/L",0.17,NA,NA,"not.censored",4217236.22271676,910903.762697616
"MW-9-1983",1993-03-10,"930345","Nitrate","mg/L",0.71,NA,NA,"not.censored",4217197.30279145,909779.024971267
"MW-10-1983",1993-03-10,"930335","TotalColiform","Colonies per 100 mL",960,NA,NA,"not.censored",4219307.31585357,909474.081725345
"MW-12-1983",1993-03-10,"930334","TotalColiform","Colonies per 100 mL",6,NA,NA,"not.censored",4219118.32478316,908681.318635921
"MW-10-1983",1993-03-10,"930335","TotalDissolvedSolids","mg/L",152,NA,NA,"not.censored",4219307.31585357,909474.081725345
"MW-11-1983",1993-03-10,"930346","TotalDissolvedSolids","mg/L",164,NA,NA,"not.censored",4217171.32647459,908754.90988973
"MW-12-1983",1993-03-10,"930334","TotalDissolvedSolids","mg/L",82,NA,NA,"not.censored",4219118.32478316,908681.318635921
"MW-13-1988",1993-03-10,"930339","TotalDissolvedSolids","mg/L",221,NA,NA,"not.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-03-10,"930338","TotalDissolvedSolids","mg/L",238,NA,NA,"not.censored",4218304.4,910813.2
"MW-14-1988",1993-03-10,"930343","TotalDissolvedSolids","mg/L",202,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-14A-1988",1993-03-10,"930342","TotalDissolvedSolids","mg/L",228,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-03-10,"930341","TotalDissolvedSolids","mg/L",396,NA,NA,"not.censored",4217612.9,910804.299999995
"MW-17-1988",1993-03-10,"930336","TotalDissolvedSolids","mg/L",205,NA,NA,"not.censored",4219020.1,910332.999999999
"MW-18-1988",1993-03-10,"930340","TotalDissolvedSolids","mg/L",193,NA,NA,"not.censored",4217912.6,910783.999999998
"MW-22-1988",1993-03-10,"930333","TotalDissolvedSolids","mg/L",162,NA,NA,"not.censored",4218563.1,908764.299999998
"MW-7-1983",1993-03-10,"930344","TotalDissolvedSolids","mg/L",95,NA,NA,"not.censored",4217236.22271676,910903.762697616
"MW-9-1983",1993-03-10,"930345","TotalDissolvedSolids","mg/L",115,NA,NA,"not.censored",4217197.30279145,909779.024971267
"MW-12-1983",1993-03-10,"930334","TotalOrganicCarbon","mg/L",2,NA,NA,"not.censored",4219118.32478316,908681.318635921
"MW-7-1983",1993-03-10,"930344","TotalOrganicCarbon","mg/L",4,NA,NA,"not.censored",4217236.22271676,910903.762697616
"MW-10-1983",1993-03-10,"930335","WaterTableElevation","feet above mean sea level",365.25,NA,NA,"not.censored",4219307.31585357,909474.081725345
"MW-11-1983",1993-03-10,"930346","WaterTableElevation","feet above mean sea level",362.23,NA,NA,"not.censored",4217171.32647459,908754.90988973
"MW-12-1983",1993-03-10,"930334","WaterTableElevation","feet above mean sea level",369.9,NA,NA,"not.censored",4219118.32478316,908681.318635921
"MW-13-1988",1993-03-10,"930339","WaterTableElevation","feet above mean sea level",362.08,NA,NA,"not.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-03-10,"930338","WaterTableElevation","feet above mean sea level",360.65,NA,NA,"not.censored",4218304.4,910813.2
"MW-14-1988",1993-03-10,"930343","WaterTableElevation","feet above mean sea level",359.41,NA,NA,"not.censored",4217612.3,910814.700000002
"MW-14A-1988",1993-03-10,"930342","WaterTableElevation","feet above mean sea level",359.57,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-03-10,"930341","WaterTableElevation","feet above mean sea level",360.65,NA,NA,"not.censored",4217612.9,910804.299999995
"MW-17-1988",1993-03-10,"930336","WaterTableElevation","feet above mean sea level",362.98,NA,NA,"not.censored",4219020.1,910332.999999999
"MW-18-1988",1993-03-10,"930340","WaterTableElevation","feet above mean sea level",360.59,NA,NA,"not.censored",4217912.6,910783.999999998
"MW-22-1988",1993-03-10,"930333","WaterTableElevation","feet above mean sea level",364.56,NA,NA,"not.censored",4218563.1,908764.299999998
"MW-7-1983",1993-03-10,"930344","WaterTableElevation","feet above mean sea level",361.48,NA,NA,"not.censored",4217236.22271676,910903.762697616
"MW-9-1983",1993-03-10,"930345","WaterTableElevation","feet above mean sea level",361.73,NA,NA,"not.censored",4217197.30279145,909779.024971267
"MW-15-1988",1993-03-11,"930356","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","Ammonia","mg/L",0.1,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","Cadmium","µg/L",1,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","Cadmium","µg/L",1,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","Cadmium","µg/L",1,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","Cadmium","µg/L",1,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","Cadmium","µg/L",1,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","Cadmium","µg/L",1,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","Chromium","µg/L",5,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","Chromium","µg/L",5,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","Chromium","µg/L",5,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","Chromium","µg/L",5,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","Chromium","µg/L",5,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","Chromium","µg/L",5,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","Copper","µg/L",5,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","Copper","µg/L",5,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","Copper","µg/L",5,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","Copper","µg/L",5,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","Copper","µg/L",5,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","Copper","µg/L",5,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","Lead","µg/L",5,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","Lead","µg/L",5,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","Lead","µg/L",5,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","Lead","µg/L",5,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","Lead","µg/L",5,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","Lead","µg/L",5,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","Nickel","µg/L",10,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","Nickel","µg/L",10,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","Nickel","µg/L",10,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","Nickel","µg/L",10,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","Nickel","µg/L",10,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","Nickel","µg/L",10,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-20-1988",1993-03-11,"930358","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","Zinc","µg/L",10,NA,NA,"left.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","Zinc","µg/L",10,NA,NA,"left.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","Zinc","µg/L",10,NA,NA,"left.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","Zinc","µg/L",10,NA,NA,"left.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","Zinc","µg/L",10,NA,NA,"left.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","Zinc","µg/L",10,NA,NA,"left.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","Chloride","mg/L",7.5,NA,NA,"not.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","Chloride","mg/L",6,NA,NA,"not.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","Chloride","mg/L",3.8,NA,NA,"not.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","Chloride","mg/L",4.9,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","Chloride","mg/L",9.4,NA,NA,"not.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","Chloride","mg/L",6.3,NA,NA,"not.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","Conductivity","µS/cm",375,NA,NA,"not.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","Conductivity","µS/cm",335,NA,NA,"not.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","Conductivity","µS/cm",264,NA,NA,"not.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","Conductivity","µS/cm",267,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","Conductivity","µS/cm",758,NA,NA,"not.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","Conductivity","µS/cm",318,NA,NA,"not.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","Nitrate","mg/L",3.8,NA,NA,"not.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","Nitrate","mg/L",3.8,NA,NA,"not.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","Nitrate","mg/L",3.1,NA,NA,"not.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","Nitrate","mg/L",2.3,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","Nitrate","mg/L",2.6,NA,NA,"not.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","Nitrate","mg/L",3.7,NA,NA,"not.censored",4218063,908984.000000007
"MW-19A-1988",1993-03-11,"930355","TotalColiform","Colonies per 100 mL",130,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-15-1988",1993-03-11,"930356","TotalDissolvedSolids","mg/L",255,NA,NA,"not.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","TotalDissolvedSolids","mg/L",227,NA,NA,"not.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","TotalDissolvedSolids","mg/L",185,NA,NA,"not.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","TotalDissolvedSolids","mg/L",187,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","TotalDissolvedSolids","mg/L",398,NA,NA,"not.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","TotalDissolvedSolids","mg/L",215,NA,NA,"not.censored",4218063,908984.000000007
"MW-15-1988",1993-03-11,"930356","WaterTableElevation","feet above mean sea level",361.17,NA,NA,"not.censored",4217592.3,909964.400000006
"MW-16-1988",1993-03-11,"930359","WaterTableElevation","feet above mean sea level",361.87,NA,NA,"not.censored",4217592.7,909113.699999994
"MW-19-1988",1993-03-11,"930354","WaterTableElevation","feet above mean sea level",360.91,NA,NA,"not.censored",4217612.7,910364.200000005
"MW-19A-1988",1993-03-11,"930355","WaterTableElevation","feet above mean sea level",361.09,NA,NA,"not.censored",4217612.3,910354.099999997
"MW-20-1988",1993-03-11,"930358","WaterTableElevation","feet above mean sea level",361.94,NA,NA,"not.censored",4217582.6,909533.999999998
"MW-21-1988",1993-03-11,"930361","WaterTableElevation","feet above mean sea level",363.28,NA,NA,"not.censored",4218063,908984.000000007
"MW-14A-1988",1993-03-17,"920407","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","Cadmium","µg/L",1,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","Chromium","µg/L",5,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","Copper","µg/L",5,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","FecalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","Lead","µg/L",5,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","Nickel","µg/L",10,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","TotalOrganicCarbon","mg/L",2,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","TotalColiform","Colonies per 100 mL",1,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","Zinc","µg/L",10,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","Chloride","mg/L",4.7,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","Conductivity","µS/cm",302,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","Nitrate","mg/L",3.5,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","TotalDissolvedSolids","mg/L",177,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-14A-1988",1993-03-17,"920407","WaterTableElevation","feet above mean sea level",359.34,NA,NA,"not.censored",4217622.5,910814.499999998
"MW-10-1983",1993-05-18,"930720","Ammonia","mg/L",0.1,NA,NA,"left.censored",4219307.31585357,909474.081725345
"MW-12-1983",1993-05-18,"930719","Ammonia","mg/L",0.1,NA,NA,"left.censored",4219118.32478316,908681.318635921
"MW-13-1988",1993-05-18,"930725","Ammonia","mg/L",0.1,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-05-18,"930726","Ammonia","mg/L",0.1,NA,NA,"left.censored",4218304.4,910813.2
"MW-14A-1988",1993-05-18,"930727","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-05-18,"930728","Ammonia","mg/L",0.1,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-17-1988",1993-05-18,"930721","Ammonia","mg/L",0.1,NA,NA,"left.censored",4219020.1,910332.999999999
"MW-10-1983",1993-05-18,"930720","Cadmium","µg/L",1,NA,NA,"left.censored",4219307.31585357,909474.081725345
"MW-12-1983",1993-05-18,"930719","Cadmium","µg/L",1,NA,NA,"left.censored",4219118.32478316,908681.318635921
"MW-13-1988",1993-05-18,"930725","Cadmium","µg/L",1,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-05-18,"930726","Cadmium","µg/L",1,NA,NA,"left.censored",4218304.4,910813.2
"MW-14A-1988",1993-05-18,"930727","Cadmium","µg/L",1,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-05-18,"930728","Cadmium","µg/L",1,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-17-1988",1993-05-18,"930721","Cadmium","µg/L",1,NA,NA,"left.censored",4219020.1,910332.999999999
"MW-10-1983",1993-05-18,"930720","Chromium","µg/L",5,NA,NA,"left.censored",4219307.31585357,909474.081725345
"MW-12-1983",1993-05-18,"930719","Chromium","µg/L",5,NA,NA,"left.censored",4219118.32478316,908681.318635921
"MW-13-1988",1993-05-18,"930725","Chromium","µg/L",5,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-05-18,"930726","Chromium","µg/L",5,NA,NA,"left.censored",4218304.4,910813.2
"MW-14A-1988",1993-05-18,"930727","Chromium","µg/L",5,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-05-18,"930728","Chromium","µg/L",5,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-17-1988",1993-05-18,"930721","Chromium","µg/L",5,NA,NA,"left.censored",4219020.1,910332.999999999
"MW-10-1983",1993-05-18,"930720","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4219307.31585357,909474.081725345
"MW-12-1983",1993-05-18,"930719","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4219118.32478316,908681.318635921
"MW-13-1988",1993-05-18,"930725","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-05-18,"930726","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4218304.4,910813.2
"MW-14A-1988",1993-05-18,"930727","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-05-18,"930728","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-17-1988",1993-05-18,"930721","ChemicalOxygenDemand","mg/L",10,NA,NA,"left.censored",4219020.1,910332.999999999
"MW-10-1983",1993-05-18,"930720","Copper","µg/L",5,NA,NA,"left.censored",4219307.31585357,909474.081725345
"MW-12-1983",1993-05-18,"930719","Copper","µg/L",5,NA,NA,"left.censored",4219118.32478316,908681.318635921
"MW-13-1988",1993-05-18,"930725","Copper","µg/L",5,NA,NA,"left.censored",4218262.9,910814.599999998
"MW-13A-1988",1993-05-18,"930726","Copper","µg/L",5,NA,NA,"left.censored",4218304.4,910813.2
"MW-14A-1988",1993-05-18,"930727","Copper","µg/L",5,NA,NA,"left.censored",4217622.5,910814.499999998
"MW-14B-1988",1993-05-18,"930728","Copper","µg/L",5,NA,NA,"left.censored",4217612.9,910804.299999995
"MW-17-1988",1993-05-18,"930721","Copper","µg/L",5,NA,NA,"left.censored",4219020.1,910332.999999999
