Date,Time,Temperature_C,Dew_Point_C,Humidity_%,Wind,Speed_kmh,Gust_kmh,Pressure_hPa,Precip_Rate_mm,Precip_Accum_mm,UV,Solar_w/m2
2015/10/03,12:22 AM,13.89,10.33,79.0,WSW,0.0,NA,1005.42,NA,0.0,NA,2.0
2015/10/03,12:26 AM,13.89,10.5,80.0,WNW,0.0,NA,1005.42,NA,0.0,NA,2.0
2015/10/03,12:33 AM,13.78,11.0,84.0,SW,3.22,NA,1005.42,NA,0.0,NA,2.0
2015/10/03,12:39 AM,13.61,11.11,85.0,West,0.0,NA,1005.42,NA,0.0,NA,2.0
2015/10/03,12:45 AM,13.5,11.39,87.0,West,0.0,NA,1005.42,NA,0.0,NA,2.0
2015/10/03,01:01 AM,13.22,11.61,90.0,South,0.0,NA,1005.08,NA,0.0,NA,2.0
2015/10/03,01:06 AM,13.22,11.78,91.0,SSW,0.0,NA,1005.08,NA,0.0,NA,2.0
2015/10/03,01:11 AM,13.11,11.83,92.0,ESE,0.0,NA,1005.08,NA,0.0,NA,2.0
2015/10/03,01:16 AM,13.11,12.0,93.0,ESE,0.0,NA,1004.74,NA,0.0,NA,2.0
2015/10/03,01:21 AM,13.0,11.89,93.0,SSW,0.0,NA,1004.74,NA,0.0,NA,2.0
2015/10/03,01:26 AM,13.0,11.89,93.0,SSW,0.0,NA,1004.4,NA,0.0,NA,2.0
2015/10/03,01:32 AM,13.0,11.89,93.0,South,0.0,NA,1004.4,NA,0.0,NA,2.0
2015/10/03,01:37 AM,13.0,11.89,93.0,South,0.0,NA,1004.4,NA,0.0,NA,2.0
2015/10/03,01:43 AM,13.0,11.89,93.0,SW,0.0,NA,1004.4,NA,0.0,NA,2.0
2015/10/03,01:48 AM,13.0,11.89,93.0,ESE,2.74,NA,1004.4,NA,0.0,NA,2.0
2015/10/03,01:54 AM,12.89,11.78,93.0,South,0.0,NA,1004.4,NA,0.0,NA,2.0
2015/10/03,01:59 AM,12.89,11.78,93.0,West,0.0,NA,1004.4,NA,0.0,NA,2.0
2015/10/03,02:04 AM,12.89,11.78,93.0,ESE,0.0,NA,1004.06,NA,0.0,NA,2.0
2015/10/03,02:09 AM,12.78,11.83,94.0,ESE,0.0,NA,1004.06,NA,0.0,NA,2.0
2015/10/03,02:15 AM,12.78,11.83,94.0,ESE,0.0,NA,1004.06,NA,0.0,NA,2.0
2015/10/03,02:20 AM,12.78,11.83,94.0,ESE,0.0,NA,1004.06,NA,0.0,NA,2.0
2015/10/03,02:26 AM,12.78,11.83,94.0,ENE,0.0,NA,1004.06,NA,0.0,NA,2.0
2015/10/03,02:31 AM,12.78,12.0,95.0,ENE,0.0,NA,1004.06,NA,0.0,NA,2.0
2015/10/03,02:41 AM,12.72,11.61,93.0,SW,5.15,NA,1003.73,NA,0.0,NA,2.0
2015/10/03,02:46 AM,12.61,11.0,90.0,WNW,2.74,NA,1003.73,NA,0.0,NA,2.0
2015/10/03,02:51 AM,12.39,10.44,88.0,SSE,4.34,NA,1003.73,NA,0.0,NA,2.0
2015/10/03,02:56 AM,12.28,10.33,88.0,NE,3.54,NA,1003.73,NA,0.0,NA,2.0
2015/10/03,03:01 AM,12.11,10.17,88.0,NNE,4.34,NA,1003.73,NA,0.0,NA,2.0
2015/10/03,03:06 AM,12.11,10.33,89.0,NE,2.74,NA,1003.73,NA,0.0,NA,2.0
2015/10/03,03:12 AM,12.0,10.22,89.0,SSW,4.34,NA,1003.73,NA,0.0,NA,2.0
2015/10/03,03:18 AM,11.89,9.94,88.0,East,2.74,NA,1003.73,NA,0.0,NA,2.0
2015/10/03,03:23 AM,11.89,9.78,87.0,ESE,3.54,NA,1003.73,NA,0.0,NA,2.0
2015/10/03,03:28 AM,11.78,9.67,87.0,East,0.0,NA,1003.39,NA,0.0,NA,2.0
2015/10/03,03:33 AM,11.78,9.83,88.0,ENE,0.0,NA,1003.39,NA,0.0,NA,2.0
2015/10/03,03:38 AM,11.72,9.78,88.0,SW,0.0,NA,1003.39,NA,0.0,NA,2.0
2015/10/03,03:44 AM,11.72,9.78,88.0,ESE,0.0,NA,1003.39,NA,0.0,NA,2.0
2015/10/03,03:55 AM,11.61,9.67,88.0,NNE,0.0,NA,1003.39,NA,0.0,NA,2.0
2015/10/03,04:00 AM,11.5,9.56,88.0,NE,0.0,NA,1003.39,NA,0.0,NA,2.0
2015/10/03,04:05 AM,11.5,9.56,88.0,NE,0.0,NA,1003.39,NA,0.0,NA,2.0
2015/10/03,04:10 AM,11.5,9.72,89.0,WSW,0.0,NA,1003.39,NA,0.0,NA,2.0
2015/10/03,04:16 AM,11.5,9.72,89.0,SE,0.0,NA,1003.05,NA,0.0,NA,2.0
2015/10/03,04:21 AM,11.5,9.89,90.0,NE,2.74,NA,1003.05,NA,0.0,NA,2.0
2015/10/03,04:26 AM,11.5,9.89,90.0,ENE,0.0,NA,1003.05,NA,0.0,NA,2.0
2015/10/03,04:37 AM,11.39,9.67,89.0,NNE,4.34,NA,1003.05,NA,0.0,NA,2.0
